BDD;ARK;ISNI;Label_categ;Prenoms;Nom;Sexe;RoleName;GenName;Surnoms;Annee_naissance;ID_Ville_naissance;Ville_naissance;Annee_mort;ID_Ville_mort;Ville_mort;Portraits;Confession;Formation;Professions;Oeuvre;Milieux_reseaux;Contacts_artistes;Fortune_critique;Publications;Citations;Bibliographie;Webographie;Notes;Commentaires
PERS0237;ark:/12148/cb12229759z;0000000139025617;LIBR;Louis;Loudet;;;;;15..;;;1634?;;;;;;Variante(s) de prénom : Lo(u)ys. - Imprimeur-libraire. - Reçu maître en 1606. Épouse le 11 janv. 1610 Marie Behourt, fille de Jean Behourt (15..-1621?), régent du collège des Bons-Enfants de Rouen. Trésorier de la paroisse Saint-Étienne-la-Grande-Église en 1620-1621. Garde de la communauté des imprimeurs, libraires et relieurs de Rouen en 1625. Publications connues jusqu'en 1634;;;;;;;;;;
PERS0406;ark:/12148/cb13092979p;0000000115717803;AUT;Louis;Lallemant;;NOTE ANTOINE: pas la bonne cote: il s'agit de 405 => il y a eu un décalage;;;1587;3027487;Châlons-sur-Marne (Marne);1635;3031005;Bourges;;;;Jésuite;;;;;;;;;;
PERS0412;ark:/12148/cb11923862r;0000000122796634;AUT;Louis;Savot;;Note Antoine: cote correcte;;;1579?;2975819;Saulieu (Côte-d'Or);1640;2988507;Paris (France);;;;Écrivait aussi en latin|Médecin et écrivain;;;;;;;;;;
PERS0432;ark:/12148/cb122389197;0000000121327940;LIBR;Louis;Billaine;;;;;16..;;;1681/08/25;;;;;;"Imprimeur-libraire ; imprimeur et libraire de l'ordre de Saint-Benoît. - Fils de l'imprimeur-libraire parisien Jean Billaine, à qui il succède dans son privilège d'imprimeur des Bénédictins. Reçu maître le 24 avril 1652. Succède également au libraire Pierre Lamy dont il épouse la veuve en 1662. Possède à l'étranger plusieurs dépôts-succursales, dont le plus important peut-être est dirigé à Rome par le libraire Crozier. Décédé à Paris en août 1681. Sa veuve lui succède. Fonds racheté vers 1683 par Jacques Morel qui continuera jusque vers 1690 d'ajouter à son adresse : ""En la boutique de Louis Billaine""";;;;;;;;;;
PERS0317;ark:/12148/cb14444338q;0000000364539112;LIBR;Jean;Loyselet;;;;;1593?;;;1663/03;;;;;;"Imprimeur. - De confession calviniste. Fils d'un François Loyselet apparemment extérieur aux métiers du livre. Gendre en premières noces (28 nov. 1610) de l'imprimeur-libraire de Rouen Michel Velquin. Des publications sont connues à son nom à partir de 1616. Plusieurs fois poursuivi, ainsi que son gendre Pierre II Delamotte, pour impressions sujettes à caution ; tous deux sont notamment condamnés à 20 l. d'amende par arrêts du parlement de Normandie des 1er juillet et 14 août 1647, pour avoir imprimé sous une fausse adresse ""Discours sur l'arrest rendu au Conseil... au sujet de l'honneur que MM. de la communion de Rome pretendent estre deub à leur sacrement"". Sépulture au temple de Quevilly (Le Petit-Quevilly) le 9 mars 1663 ; dit alors âgé de 70 ans mais probablement plus âgé";;;;;;;;;;
PERS0148;ark:/12148/cb15538367c;0000000002669462;LIBR;Marguerite;Loyson;;;Veuve de Guillaume;;15..;;;1655?;;;;;;Nom patronymique : Marguerite de Monstr'œil. - Libraire. - Fille du libraire parisien Claude de Monstr'œil. Épouse le libraire Guillaume Loyson le 20 avril 1614. Succède à son mari, décédé peu avant le 18 août 1651. Encore en activité en 1655;;;;;;;;;;
PERS0149;ark:/12148/cb15121225k;0000000004958516;LIBR;Jean-Baptiste;Loyson;;;;;161.?;;;1694?;;;;;;Libraire. - Fils aîné du libraire parisien Guillaume Loyson. Reçu maître le 20 oct. 1639, il exerce dès 1638. Saisie de contrefaçons dans sa boutique de la salle Dauphine du Palais le 3 mars 1648. Père du libraire Henri Loyson, reçu en oct. 1664. En procès avec Damien Foucault et les héritiers de Pierre Rocolet en fév. 1666 - janv. 1667 pour contrefaçon de livres d'église à l'usage de Paris et de Rome dont ils détenaient le privilège. Encore en activité en 1694, il ne figure plus sur la liste établie pour la capitation en 1695 ni sur la liste professionnelle de 1697;;;;;;;;;;
PERS0287;ark:/12148/cb12486572g;0000000006911746;LIBR;Guillaume;Loyson;;;;;15..;;;1651;;;;;;"Libraire. - Gendre (avril 1614) du libraire parisien Claude de Monstr'œil et probablement établi au Palais dès 1614. Reçu maître en 1618 ; on trouve déjà une édition sous son nom en 1617. Décédé avant le 18 août 1651 (veuve attestée)";;;;;;;;;;
PERS0319;ark:/12148/cb120155754;0000000118625373;AUT;René de;Lucinge;;;;;1550?;;;1615;;;;;;Seigneur des Allymes (dans un des territoires annexés par la France en 1601). - Ambassadeur du duc de Savoie auprès du roi de France (1584-1589). - Docteur en droit (Toulouse, 1576);;;;;;;;;;
PERS0125;ark:/12148/cb12289718m;0000000360919281;LIBR;Guillaume de;Luynes;;;;;1627?;;;171.?;;;;;;"Imprimeur-libraire ; libraire juré [de l'université de Paris]. - Fils de l'argentier de la duchesse de Mercœur. Reçu apprenti en 1640, maître libraire le 19 oct. 1651, il commence à exercer avant 1647, peut-être dès 1643. Gendre du libraire parisien Toussaint I Quinet (mai 1652). L'inventaire après décès de son épouse Marie Quinet, le 31 juillet 1658, décrit le fonds, les papiers et les biens de Guillaume de Luynes (Archives nationales, Minutier central, LXV, 45). Reçu imprimeur en juin 1668. Dit âgé de 74 ans lors de l'enquête de nov.-déc. 1701. Dit ""hors d'exercice"" en sept. 1703. Encore attesté en 1709 ; décédé avant 1719";;;;;;;;;;
PERS0254;ark:/12148/cb12025456s;0000000011061352;AUT;Louis-Charles d'Albert de;Luynes;;duc de Luynes;;;1620/12/25;;;1690/10/10;;;;;;Grand fauconnier de France (1643). - Chevalier des ordres du roi (1661);;;;;;;;;;
PERS0069;ark:/12148/cb123071289;0000000122813342;LIBR;Sébastien;Mabre-Cramoisy;;;;;1637?;;;1687/06/09;;;;;;"Variante(s) de prénom : Sebastianus. - Imprimeur-libraire ; imprimeur-libraire ordinaire du Roi (1651), en survivance de son grand-père Sébastien I Cramoisy ; directeur de l'Imprimerie royale du Louvre (1660) ; seul imprimeur du Roi pour les monnaies ; imprimeur de l'ordre de Cîteaux. - Fils du marchand parisien Pierre Mabre et petit-fils de l'imprimeur-libraire Sébastien I Cramoisy, chez qui il entre en apprentissage en sept. 1652 pour 5 ans et avec qui il travaillera en association jusqu'en 1669, date du décès de Sébastien I. Reçu maître le 6 mars 1659. Malgré l'obtention en 1672 d'un privilège général pour les livres d'usage renouvelé par l'archevêque de Paris en 1675, il est souvent victime de contrefaçons provinciales. Également auteur de nombreuses épîtres dédicatoires. Décédé à Paris en juin 1687. Sa veuve lui succède et publie parfois des ouvrages sous le nom de son mari jusqu'en 1698, date à laquelle elle liquide l'officine";;;;;;;;;;
PERS0353;ark:/12148/cb179520277;;LIBR;Charles;Macé;;;;;15..;;;162.?;;;;;;Imprimeur du Roi. - Fils de l'imprimeur-libraire de Caen Bénédic Macé (15..-1599?), dont il partage la charge d'imprimeur du Roi, sous bénéfice de survivance, à partir du 31 juillet 1594 (privilège renouvelé en sept. 1598 et entériné par le bailliage de Caen le 12 janv. 1599). Publications connues de 1599 à 1623. En 1609, il entre en conflit avec son confrère Jacques II Le Bas, au sujet de la charge d'imprimeur du Roi qu'ils détiennent l'un et l'autre;;;;;;;;;;
PERS0247;ark:/12148/cb12555061r;0000000123659949;LIBR;Joannes;Maire;;;;;15..;;;1657?;;;;;;"Variante(s) de prénom : Ian ; Johannes. - Imprimeur-libraire. - Originaire de Valenciennes. Fils du libraire Antoine (Anthoni) Maire en activité à Leyde. Bourgeois de Leyde";;;;;;;;;;
PERS0294;ark:/12148/cb12327103c;0000000110606733;AUT;François de;Malherbe;;;;;1555;3029241;Caen;1628/10/16;2988507;Paris;;;;A aussi traduit du latin en français;;;;;;;;;;
PERS0183;ark:/12148/cb124625069;0000000061355121;AUT;Claude;Malingre;;;;;1580?;;;1653?;;;;;;Chroniqueur;;;;;;;;;;
PERS0084;ark:/12148/cb12183927h;0000000121327684;AUT;Léonard de;Marandé;;;;;16..;;;16..;;;;;;Écrivain antijanséniste. - Greffier de la cour des aides, puis aumônier et conseiller du roi. - Actif de 1624 à 1670;;;;;;;;;;
PERS0446;ark:/12148/cb13013842n;;AUT;J.;Marcel de Boulenc;;;;;;;;;;;;;;;;;;;;;;;;
PERS0296;ark:/12148/cb12158025x;0000000121297454;AUT;Giambattista;Marino;;;;;1569/10/18;3172394;Naples, Italie;1625/03/25;3172394;Naples, Italie;;;;"Écrivain, connu en France sous le nom du ""Cavalier Marin""";;;;;;;;;;
PERS0376;ark:/12148/cb12065552h;0000000080776263;AUT;Michel de;Marolles;;;;;1600/07/22;3016340;Génillé (Indre-et-Loire);1681/03/06;2988507;Paris;;;;Traduisit aussi du latin en français;;;;;;;;;;
PERS0200;ark:/12148/cb14912871p;0000000436546355;AUT;Samuel;Marolois;;;;;1572?;;;1627;;;;;;Mathématicien français ayant vécu une grande partie de sa vie aux Pays-Bas;;;;;;;;;;
PERS0199;ark:/12148/cb14959153b;0000000081440235;AUT;Étienne;Martellange;;;;;1569;2996944;Lyon;1641;2988507;Paris;;;;Architecte, dessinateur. - Entré dans l'ordre des Jésuites en 1590 à Avignon. Séjourne à Rome jusqu'en 1603 ou 1604 puis rentre en France où il voyage comme inspecteur et directeur des travaux des nouveaux collèges des Jésuites. Dresse des plans et dessine des vues de villes. Architecte remarqué, il prend part à la construction de 8 collèges : Le Puy, Vienne, Moulins, Vesoul, Dijon, La Flèche, Noviciat de Paris et de Roanne. Vers 1637 se retire au Noviciat des Jésuites de Paris, où il meurt en 1641 et est inhumé. - Fils du peintre Étienne Martellange;;;;;;;;;;
PERS0265;ark:/12148/cb123250028;0000000123216590;EDIT;Charles;Marty-Laveaux;;;;;1823/04/15;2988507;Paris;1899/07/11;2967849;Vitry-sur-Seine (Val-de-Marne);;;;Homme de lettres. - Philologue et grammairien. - Archiviste paléographe (1849). - Bibliothécaire au Bureau du Catalogue de la Bibliothèque nationale (1850-1862). - Secrétaire et professeur-suppléant à l'École des chartes (1868-1872). - Président de la Société des anciens textes français. - Petit-fils de : Laveaux, Jean-Charles (1749-1827), grammairien et lexicographe;;;;;;;;;;
PERS0309;ark:/12148/cb123572216;0000000108959687;LIBR;Étienne;Maucroy;;;;;16..;;;1679?;;;;;;Imprimeur-libraire. - Gendre (1640) du libraire parisien Théodore Pépingué. Reçu maître en avril 1646. Veuve attestée en sa succession en mars 1679;;;;;;;;;;
PERS0040;ark:/12148/cb123863942;000000036727923X;AUT;Charles;Maupas;;;;;1570?;3032213;Blois (Loir et Cher);1625?;;;;;;Grammairien. - Chirurgien. - Époux de Sarah Duduict. - Protestant. - Père notamment de Charles Maupas (15..-1646), chirurgien et grammairien également, d'Abel (15..?-16..?), de Rachel (1596-16..), et de Sarah (1605-1605);;;;;;;;;;
PERS0378;ark:/12148/cb12131103s;0000000121394377;AUT;Claude;Mellan;;;;;1598/05;3038789;Abbeville (Somme);1688/09/09;2988507;Paris (France);;;;Peintre, dessinateur et graveur;;;;;;;;;;
PERS0045;ark:/12148/cb119939169;0000000080815971;AUT;Gilles;Ménage;;;;;1613/08/15;3037656;Angers (Maine-et-loire);1692/07/23;2988507;Paris (France);;;;Écrivit aussi en latin et en italien;;;;;;;;;;
PERS0164;ark:/12148/cb119155746;0000000121178404;AUT|EDIT;Claude-François;Ménestrier;;;;;1631/03/09;2996944;Lyon;1705/01/21;2988507;Paris;;;;Écrit aussi en latin;;;;;;;;;;
PERS0371;ark:/12148/cb11307042f;;AUT;Mary Philadelphia;Merrifield;;;;;;;;;;;;;;;;;;;;;;;;
PERS0322;ark:/12148/cb119157157;0000000121296363;AUT;Marin;Mersenne;;;;;1588/09/08;2989639;Oizé (Sarthe);1648/09/01;2988507;Paris;;;;Écrit aussi en latin. - Traduit du grec en latin;;;;;;;;;;
PERS0263;ark:/12148/cb12345930d;0000000140614160;LIBR;Antoine;Mesnier;;;;;15..;;;1625/02/07;;;;;;"Imprimeur-libraire ; imprimeur-libraire (ordinaire) du Roi ; imprimeur de l'université [de Poitiers]. - Fils d'Aimé Mesnier et gendre d'André Citoys. Décédé à Poitiers en fév. 1625. Sa veuve lui succédera jusqu'en 1640 environ";;;;;;;;;;
PERS0245;ark:/12148/cb12067518t;0000000400324734;AUT;Lazare;Meyssonnier;;;;;1611;2996882;Mâcon (Saône-et-Loire);1673/02/24;2996944;Lyon (Rhône);;;;A écrit aussi en latin;;;;;;;;;;
PERS0218;ark:/12148/cb12318572b;0000000053473371;LIBR;Claude;Michel;;;;;15..;;;1630?;;;;;;"Imprimeur-libraire ; imprimeur de l'université [de Tournon]. - Sans doute fils du libraire de Lyon Étienne Michel";;;;;;;;;;
PERS0095;ark:/12148/cb12229804z;0000000120990302;LIBR;Simon;Millanges;;;;;1540?;;;1623/06;;;;;;"Imprimeur-libraire ; imprimeur de la ville [de Bordeaux] (1573) ; imprimeur (ordinaire) du Roi (1576). - Natif de Mille-Millanges (commune de Saint-Goussard, Creuse). Venu à Bordeaux à une date indéterminée, régent au collège de Guyenne, il s'établit imprimeur en 1572, achetant en juin de cette année deux presses et leur équipement à l'imprimeur de La Rochelle Pierre Haultin. Vend son imprimerie et sa librairie à son fils Jacques Millanges et à son gendre Claude Mongiron le 31 oct. 1614, mais reprend son imprimerie en sept. 1617. Testament le 15 mars 1623. Décédé dans les derniers jours de mai ou les premiers jours de juin 1623 ; dit alors âgé de 82 ans";;;;;;;;;;
PERS0186;ark:/12148/cb16193740x;0000000078043829;LIBR;Guillaume;Millanges;;;;;1602/01/05;;;1649;;;;;;"Variante(s) de prénom : Guillermo ; Guillén ; Guiliaume ; Guillielmus. - Imprimeur ; imprimeur (ordinaire) du Roi, de la ville et de l'académie (de Bordeaux). - Dernier fils de l'imprimeur-libraire de Bordeaux Simon Millanges. Succède à son frère l'imprimeur-libraire Jacques Millanges en 1625. En relations commerciales avec l'Espagne. Loue sa boutique de la rue Saint-James à Pierre Alexandre puis à Jean et Bertrand Dache. En 1642, en conflit avec la jurade de la ville, il prétend en tant qu'imprimeur du Roi ne pas relever des statuts des imprimeurs-libraires de Bordeaux. Son neveu, fils de Jacques Millanges, Jacques Mongiron-Millanges, lui succède en 1649";;;;;;;;;;
PERS0280;ark:/12148/cb103218921;;EDIT;Pierre;Millot;;;;;;;;;;;;;;;;;;;;;;;;
PERS0168;ark:/12148/cb12497166w;0000000121216415;LIBR;Charles;Moette;;;;;1672/06/07;;;1754/02/28;;;;;;"Autre(s) graphie(s) : Moëtte. - Variante(s) de prénom : Carolus. - Libraire. - Deuxième fils du libraire parisien Thomas Moette. Reçu maître le 26 juin 1693, mais encore ""sans établissement"" en 1701-1703. Dit à tort âgé de 26 ans lors de l'enquête de nov.-déc. 1701. Doyen des libraires de sa communauté à partir de 1747. Se serait retiré en 1749 mais est encore attesté en activité en 1752. Également bibliographe et auteur de : ""Catalogus bibliothecae D. abbatis Alexandri Le Roy..."", 1738. Décédé à Paris le 28 fév. 1754. Père du libraire Jacques-Thomas Moette, décédé dès 1736";;;;;;;;;;
PERS0133;ark:/12148/cb13333954v;0000000008344458;AUT;Balthazar de;Monconys;;;;;1608;2996944;Lyon (Rhône);1665/04/28;2996944;Lyon (Rhône);;;;Voyageur. - Lieutenant criminel au siège présidial de Lyon. - Scientifique. - Frère de Gaspard de Monconys (1592-1664) et père de Gaspard de Monconys de Liergues (1641-1682);;;;;;;;;;
PERS0471;ark:/12148/cb12170982q;0000000116343874;AUT;Philibert;Monet;;;;;1569;3031679;Bonneville (Haute-Savoie);1643/03/31;2996944;Lyon;;;;Jésuite. - Préfet des études au collège de la Trinité de Lyon;;;;;;;;;;
PERS0350;ark:/12148/cb124199469;0000000108835916;EDIT;Louis Jean Nicolas;Monmerqué;;;;;1780/12/06;2988507;Paris;1860/02/27;2988507;Paris;;;;;;;;;;;;;;
PERS0158;ark:/12148/cb17748377h;0000000108715324;AUT;Louis de;Montjosieu;;;;;15..;;;15..?;;;;;;A aussi écrit en latin;;;;;;;;;;
PERS0236;ark:/12148/cb12081650j;0000000458775220;AUT;Jean de;Montlyard;;;;;15..;;;16..;;;;;;A aussi traduit du latin, de l'italien et de l'espagnol en français;;;;;;;;;;
PERS0460;ark:/12148/cb12058424h;0000000109170813;AUT;Anne-Marie-Louise-Henriette d'Orléans;Montpensier;;duchesse de;;;1627/05/27;2988507;Paris;1693/04/05;2988507;Paris;;;;Duchesse de Montpensier (1627), comtesse d'Eu (1660-1681), princesse de Joinville (1688). - Épouse Antonin-Monpar de Caumont, marquis de Puyguilhem, comte puis duc de Lauzun. - Fille de Gaston d'Orléans et de Marie de Bourbon, duchesse de Montpensier. - Petite-fille d'Henri IV;;;;;;;;;;
PERS0031;;;EDIT;Denis;Moreau;;;;;;;;;;;;;;;;;;;;;;;;
PERS0178;ark:/12148/cb12007368k;0000000121451597;LIBR;Fédéric;Morel;;;;;1552;;;1630/06/27;;;;;;"Autre(s) graphie(s) : Morello, Federico. - Imprimeur-libraire ; imprimeur ordinaire du Roi. - Fils aîné de l'imprimeur-libraire parisien Fédéric I Morel, il succède à son père comme imprimeur du Roi en 1581, mais ne suit pas le roi à Tours pendant la Ligue. Cède les ""Grecs du Roi"" à Étienne Prevosteau en 1587. En 1586, il épouse la fille de Léger Du Chesne, professeur d'éloquence au Collège royal, dont il obtient la chaire la même année. En 1602, il laisse la direction de l'imprimerie à son fils Fédéric III Morel. Se consacre alors entièrement à sa chaire de grec et à ses travaux d'érudition. Ses propres textes ont été publiés par son officine ou par d'autres imprimeurs-libraires : Abel L'Angelier, Gabriel Buon, Lucas Breyer ou Jean Libert";;;;;;;;;;
PERS0177;ark:/12148/cb14333763d;0000000071450667;AUT;Pierre;Morin;;;;;1562/12/27;2988507;Paris;1625/09/20;2988507;Paris;;;;Jésuite. - Professeur d'humanités, de philosophie, de théologie moderne. Préfet des études de Paris;;;;;;;;;;
PERS0479;ark:/12148/cb122269782;0000000110221403;LIBR;François;Muguet;;;;;1630?;;;1702/02/09;;;;;;"Imprimeur-libraire ; imprimeur ordinaire du Roi (1661) ; imprimeur de monseigneur l'archevêque [de Paris] (1664) ; imprimeur du parlement [de Paris] (1683) ; premier imprimeur du Roi (1686) ; huissier et imprimeur du clergé de France (1690) ; premier et seul imprimeur du Roi pour le fait de la Guerre (1692). - Fils de l'imprimeur-libraire de Lyon Louis Muguet. Venu à Paris en 1653, il y est apprenti chez l'imprimeur-libraire Pierre II Des Hayes, dont il épouse la nièce Catherine Pillé, fille du libraire-relieur Jean Pillé, en oct. 1655, et à qui il succède en 1659. Reçu maître le 22 août 1658 sur intervention du surintendant Nicolas Fouquet et à condition d'achever son apprentissage avant d'exercer. À partir de 1683, il dirige l'imprimerie royale de Versailles, spécialisée dans l'impression de documents pour l'armée et les bâtiments du Roi, qu'il confie à son fils François-Hubert. Incarcéré à la Conciergerie en avril 1663 pour avoir imprimé une bulle du pape à la demande du nonce. Dit âgé de 71 ans lors de l'enquête de nov.-déc. 1701. Décédé à Paris en fév. 1702. Il aurait laissé à son décès 80 000 l. de dettes à sa veuve";;;;;;;;;;
PERS0372;ark:/12148/cb145540984;0000000120990636;LIBR;John;Murray;;;;;1808;;;1892;;;;;;Éditeur et libraire à Londres, successeur de son père en 1843. - Fils de John  Murray II (1778-1843), éditeur;;;;;;;;;;
PERS0028;ark:/12148/cb11895024r;0000000108909268;AUT;Benoît de Canfield;;;;;;1562;2644357;Little Canfield, GB;1611/11/21;2988507;Paris;;;;Père capucin d'origine anglaise, ayant longtemps vécu en France et écrivant en français;;;;;;;;;;
PERS0083;ark:/12148/cb11908177n;0000000121428944;AUT;Ignace de Loyola;;;;;;1491/12/25;;;1556/07/31;;;;;;Fondateur de la Compagnie de Jésus et général de celle-ci à partir de 1541. - Béatifié en 1609 et canonisé le 12 mars 1622;;;;;;;;;;
PERS0097;ark:/12148/cb13091331s;0000000123748095;AUT;Aristote;;;;;;-384;;;;;;;;;Philosophe. - Élève de Platon, fondateur du Lycée. - Précepteur d'Alexandre le Grand;;;;;;;;;;
PERS0106;ark:/12148/cb14475664z;0000000063001917;LIBR;Françoise de Louvain;;;;;Veuve d'Abel L'Angelier|Veuve L'Angelier;154.?;;;1620?;;;;;;"Nom patronymique : Françoise de Louvain. - Libraire. - Tante ou parente du libraire parisien Nicolas de Louvain (15..-1600). Veuve en premières noces du libraire Pierre Du Pré, à qui elle succède en 1571-1573 avant de se remarier en oct. 1573 avec le jeune libraire Abel L'Angelier (1553?-1610). Veuve en deuxièmes noces d'Abel L'Angelier, décédé en janv. 1610, à qui elle succède. Auteur de plusieurs épîtres dédicatoires. Encore en activité en 1620, elle cède alors sa boutique à Claude Cramoisy, qui a épousé sa petite-fille Françoise Patelé, et publie plusieurs éditions sous la raison ""en la boutique de L'Angelier, chez Claude Cramoisy..."" à partir de 1621";;;;;;;;;;
PERS0147;ark:/12148/cb10232325s;0000000383059771;AUT;Berthod;;;;;;16..;;;16..;;;;;;Poète;;;;;;;;;;
PERS0228;ark:/12148/cb11885977m;0000000139322910;AUT;Cicéron;;;;;;-106/01/03;3182807;Arpinum, Italie;-43/12/07;;près d'Arpinum, Italie;;;;Orateur, homme politique et philosophe;;;;;;;;;;
PERS0331;ark:/12148/cb123853281;0000000011087931;LIBR;Bureau d'Adresse;;;;;;1628;;;1761;;;;;;"Imprimerie-librairie et bureau de placement. - Entreprise fondée par le médecin Théophraste Renaudot (1586-1653), notamment pour la publication de la ""Gazette"", créée le 30 mai 1631 et qui paraît jusqu'en déc. 1761 sous le même titre. À la même adresse, T. Renaudot installe en 1630 une agence d'emploi, un mont-de-piété et un cabinet de consultations. Y organise aussi des conférences sur tous les sujets, sauf sur les questions politiques et religieuses. Tient sa propre imprimerie au plus tard à partir de 1643, après avoir recouru au début aux presses de Michel Blageart. En mai 1644, il est condamné à cesser toutes les activités du Bureau d'adresse sauf la publication de la ""Gazette"" et ne pourra les reprendre qu'en 1647";;;;;;;;;;
PERS0395;ark:/12148/cb123718345;;AUT;Callistrate;;;;;;03..;;;03..;;;;;;Sophiste;;;;;;;;;;
PERS0379;ark:/12148/cb124933236;0000000066315102;AUT;Robert;Nanteuil;;;;;1623;2984114;Reims (Marne);1678/12/09;2988507;Paris (France);;;;Pastelliste. - Dessinateur et graveur au burin;;;;;;;;;;
PERS0324;ark:/12148/cb11917444g;0000000121393331;AUT;Gabriel;Naudé;;;;;1600/02/02;2988507;Paris;1653/07/30;3038789;Abbeville (Somme);;;;Bibliophile et écrivain;;;;;;;;;;
PERS0203;ark:/12148/cb14404933t;0000000121204465;AUT;Jean-François;Nicéron;;;;;1613/07/05;2988507;Paris;1646/09/22;3038354;Aix-en-Provence, France;;;;A aussi écrit en latin et traduit de l'italien en français;;;;;;;;;;
PERS0423;ark:/12148/cb122394538;0000000001831093;LIBR;Nicolas;Trabouillet;;;;;160.?;;;1638/11;;;;;;Autre(s) graphie(s) : Traboulliet. - Libraire. - Entré en apprentissage en déc. 1617. Reçu maître le 13 déc. 1629. Beau-frère (déc. 1629) du libraire Antoine Padeloup. Inhumé le 14 nov. 1638 à Paris, paroisse Saint-Étienne-du-Mont (cf. fichier Laborde). Sa veuve lui succède;;;;;;;;;;
PERS0336;ark:/12148/cb162631117;0000000114844210;LIBR;Robert II;Ninville;;;;;16..;;;1688?;;;;;;Libraire-relieur. - Fils du libraire-relieur parisien Robert I de Ninville. Reçu maître le 16 sept. 1655. Décédé en 1688 ou peu avant. Sa veuve est attestée en sa succession en 1688;;;;;;;;;;
PERS0191;;;LIBR;Jan;Norton;;;;;;;;;;;;;;;;;;;;;;;;
PERS0044;ark:/12148/cb17145991z;0000000463334876;LIBR;Jean;Nyon;;;;;1573/10/02;;;1644/02/02;;;;;;"Autre(s) graphie(s) : Nion. - Variante(s) de prénom : Joannes. - Libraire ; libraire et bibliothécaire de l'université d'Orléans. - Né à Paris en oct. 1573, fils des doreurs de livres Michel Nyon et Jeanne Mai(s)tre. Épouse Jeanne Boynard, fille du libraire orléanais Olivier Boynard, le 5 oct. 1598. Ne semble pas avoir exercé après 1631. Son fils puîné Jean II Nyon, mort en 1638, est qualifié de libraire et garde général de l'université d'Orléans en 1635. Jean I Nyon décède à Orléans en fév. 1644";;;;;;;;;;
PERS0472;ark:/12148/cb12229864t;0000000140776178;LIBR;Claude;Obert;;;;;15..;;;1638;;;;;;Libraire. - Fils d'un notaire de Lyon. En activité dès 1620. Se marie par contrat du 14 fév. 1621. Exerce encore en 1638. Veuve attestée en 1638-1639|A travaillé en association avec Claude I Rigaud (avec qui il a pris en location en janv. 1622 la maison de Pierre Rigaud) puis avec la veuve de celui-ci à partir de 1629;;;;;;;;;;
PERS0088;ark:/12148/cb12529041g;0000000010910834;AUT;François;Ogier;;;;;1597?;;;1670/06/28;;;;;;Prêtre écrivain;;;;;;;;;;
PERS0448;ark:/12148/cb15110779f;0000000123749506;AUT;Simon d';Olive Du Mesnil;;;;;15..;2972315;Toulouse;1645;2972315;Toulouse;;;;Juriste et poète néo-latin. - Avocat du roi au présidial de Toulouse, conseiller au parlement de Toulouse (1628);;;;;;;;;;
PERS0212;;;LIBR;Veuve de Marc;Orry;;;;;;;;;;;;;;;;;;;;;;;;
PERS0475;ark:/12148/cb125643308;0000000121290148;LIBR;Marc;Orry;;;;;15..;;;1610/06/27;;;;;;"Variante(s) de prénom : Marcus. - Imprimeur-libraire ; libraire juré de l'université [de Paris] (1588). - Gendre de Jamet Mettayer, imprimeur-libraire ordinaire du Roi. S'établit à Tours avec son beau-père pendant la Ligue, de 1589 à 1594. Participe activement aux foires de Francfort au début du XVIIe siècle. Membre de la Compagnie de la Ville de Paris. Décédé à Paris en juin 1610. Sa veuve Jeanne Mettayer lui succède jusqu'en 1618 au moins|A travaillé en association avec son beau-père Jamet Mettayer, puis son beau-frère Pierre Mettayer. S'associe à Tours (oct. 1591 - oct. 1593) avec Jean Richer, Claude de Monstr'œil, Sébastien Molin, Mathieu I Guillemot et Georges Drobet";;;;;;;;;;
PERS0159;;;LIBR;Joannem;Osmarinum;;;;;;;;;;;;;;;;;;;;;;;;
PERS0447;ark:/12148/cb12230863h;0000000370387952;LIBR;Jean;Osmont;;;;;15..;;;165.;;;;;;"Imprimeur du Roi (1637). - Libraire dès 1597, il semble avoir commencé à exercer l'imprimerie vers 1610. Certains bois gravés de ses éditions portent son monogramme ""IO"". Reçu imprimeur du Roi en fév. 1637 à la suite de la démission de Martin IV Le Mesgissier. Décédé peu après 1651|Travaille fréquemment en association avec Romain de Beauvais et Théodore Reinsart";;;;;;;;;;
PERS0473;ark:/12148/cb11918284d;000000012120780X;AUT;César;Oudin;;;;;15..;;;1625/10/01;;;;;;Secrétaire-interprète pour les langues étrangères d'Henri IV (à partir de 1597), puis de Louis XIII. - A publié nombre de dictionnaires et de grammaires. - Fils de : Oudin, Nicolas, grand prévôt du Bassigny (Langres, Haute-Marne). - Père de : Oudin, Antoine (1593-1653), qui fut son successeur et continuateur;;;;;;;;;;
PERS0474;ark:/12148/cb12409462z;000000008084270X;AUT;Antoine;Oudin;;;;;1595/02/26;;;1653/02/21;;;;;;A aussi traduit de l'espagnol en italien et en allemand et écrit en espagnom, italien et allemand|Linguiste. - Secrétaire-interprète du roi et traducteur. - Fils de : Oudin, César (15..-1625);;;;;;;;;;
PERS0337;ark:/12148/cb119183166;0000000121427757;AUT;;Ovide;;;;;-43/03/20;3166034;Sulmone (Italie);17;680963;Constanţa (Roumanie);;;;Poète;;;;;;;;;;
PERS0374;ark:/12148/cb12629498q;0000000122591313;AUT;Hilaire;Pader;;;;;1607/02/24;2972315;Toulouse;1677/08/14;2972315;Toulouse;;;;Peintre, poète;;;;;;;;;;
